tenure,event,is_male,is_senior,partner,dependents,phone,internet_fiber,internet_dsl,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,contract_1yr,contract_2yr,pay_echeck,paperless,MonthlyCharges_z,burr12_survival,burr12_hazard,burr12_churn_prob,burr12_strat_prob
23,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0.6914116155602276,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
72,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0.5318688326508556,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
11,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.3374260659800587,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5023016494436374,0.7822470612896891,0.006546583090128551,0.06419686154369075,0.06419686154369075
1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0.9556543497538751,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
31,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0.8609258224014357,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
57,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0.16458805116157224,0.6689574203086703,0.003039606595789443,0.03303139376725084,0.03303139376725084
45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.4890064175345232,0.6963590108821652,0.0036942216775406023,0.039349803973645514,0.039349803973645514
10,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1.012159085367611,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
58,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1.239839931811194,0.6669419291751147,0.0029954745981990286,0.0325962586220786,0.0325962586220786
14,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4906683215231624,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
27,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0.5335307366394948,0.7546760980475697,0.005479040808994945,0.05537422178102336,0.05537422178102336
14,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0.8675734383559929,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
12,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.1832160836248933,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
69,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0.9473448298106786,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
25,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0.8094067987536177,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
58,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1.4641969702774982,0.6669419291751147,0.0029954745981990286,0.0325962586220786,0.0325962586220786
35,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,-0.6131830155216162,0.7253108322429414,0.004507451042951911,0.04686012202126277,0.04686012202126277
16,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0.6631592477533598,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
45,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0.4637307691166448,0.6963590108821652,0.0036942216775406023,0.039349803973645514,0.039349803973645514
17,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0.6232735520260166,0.8045134998853144,0.007534869537132169,0.07190499047148602,0.07190499047148602
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.6347877673739271,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5023016494436374,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.1712356671161295,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
67,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0.10143569959327897,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
67,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1.357835115004584,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.6713496551239915,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
23,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.3374260659800587,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
9,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3557070098550908,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4840207055686052,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
54,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,-0.65140680726032,0.6752256920763566,0.003180258311786613,0.03441034838970081,0.03441034838970081
57,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1.012159085367611,0.6689574203086703,0.003039606595789443,0.03303139376725084,0.03303139376725084
24,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0.8326734545945673,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
49,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1.1849971001860975,0.6864927538867036,0.0034464244917631367,0.03698759780359384,0.03698759780359384
5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.5865925517033878,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.5119259847871843,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
4,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0.7412687352194063,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
70,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0.4803498090030377,0.6452021175658147,0.002551672337160255,0.02815370280249474,0.02815370280249474
5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3690022417642053,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
53,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0.6947354235375064,0.6773932996244997,0.003230113874366814,0.03489628604896822,0.03489628604896822
47,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1.1284923645723615,0.6913226781406935,0.0035659686558325962,0.038131613989117574,0.038131613989117574
31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4856826095572444,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
13,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-0.09965468303207525,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
28,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.49518783232822666,0.7506071373425116,0.0053347764644180165,0.05414016114784159,0.05414016114784159
10,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0.7196639833670958,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
38,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4757111856254088,0.7158758576100376,0.0042276442662364,0.04431696426317133,0.04431696426317133
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.6480829992830416,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
67,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1.3063160913567655,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
52,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0.3523832018778124,0.6796022882225629,0.00328157591746785,0.03539633014558485,0.03539633014558485
62,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1.4409303144365486,0.6592190846564381,0.0028311702861325673,0.03096578220998969,0.03096578220998969
16,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0.7130163674125386,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
5,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.5385164486054129,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
12,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1.0271162212653648,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
72,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1.730101608459785,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
71,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1.3611589229818624,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4840207055686052,0.7677256072562019,0.005964174846469762,0.05945002834593771,0.05945002834593771
15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5023016494436374,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
67,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0.8576020144241567,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
2,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,-0.12790705083894302,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.3211541146819548,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
15,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.7761687189808318,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4823588015799658,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
41,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,-0.149511802691254,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
43,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,-0.028192811520585514,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3158213141277477,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.19284041896844,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
26,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0.864249630378714,0.7588796606729277,0.005631521405658712,0.05666748667997901,0.05666748667997901
22,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.4836736169803161,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
71,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.8559401104355175,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5072873614095552,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
28,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,-0.011573771634192596,0.7506071373425116,0.0053347764644180165,0.05414016114784159,0.05414016114784159
16,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.16126424318429386,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.505625457420916,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
69,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1.519039801902595,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.3327874426024295,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
3,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0.4188593614233841,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
21,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1.063678109015429,0.7822470612896891,0.006546583090128551,0.06419686154369075,0.06419686154369075
69,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0.6847639996056708,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
71,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,-0.571635415805634,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
69,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5089492653981946,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
48,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1.2980065714135691,0.6888828979881829,0.003505164885370563,0.03755076913789834,0.03755076913789834
47,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0.6166259360714594,0.6913226781406935,0.0035659686558325962,0.038131613989117574,0.038131613989117574
2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,-0.5118068722146196,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
45,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1.4509017383683842,0.6963590108821652,0.0036942216775406023,0.039349803973645514,0.039349803973645514
51,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5385164486054129,0.681854139199785,0.003334724055742794,0.03591111081215892,0.03591111081215892
22,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0.4786879050143985,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
72,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.7263115993216531,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
37,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0.9357115018902038,0.7189405920832638,0.0043169072108659315,0.0451328504105416,0.0451328504105416
71,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0.8492924944809603,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
7,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.5350735280555695,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.3178303067046762,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
51,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0.3856212816505982,0.681854139199785,0.003334724055742794,0.03591111081215892,0.03591111081215892
30,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5039635534322768,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
34,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0.6831020956170311,0.7286243341114813,0.004609291590527576,0.04777537654084685,0.04777537654084685
64,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.3294636346251512,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
65,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1.2747399155726193,0.6537547892731487,0.002719403042122667,0.02984713825493901,0.02984713825493901
47,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1.194968524117933,0.6913226781406935,0.0035659686558325962,0.038131613989117574,0.038131613989117574
1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1.023792413288086,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
49,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,-0.16779274656628612,0.6864927538867036,0.0034464244917631367,0.03698759780359384,0.03698759780359384
67,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0.9739352936289072,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
39,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5106111693868338,0.7128864964214463,0.00414205349534239,0.043530572366621945,0.043530572366621945
14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4923302255118018,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
43,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1.4409303144365486,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
56,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1.204939948049769,0.6710090587453561,0.003085072619735503,0.03347844798497823,0.03347844798497823
14,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.18939749841859688,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2177689787980294,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
16,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,-0.2974212576801508,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
70,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1.371130346913698,0.6452021175658147,0.002551672337160255,0.02815370280249474,0.02815370280249474
72,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0.6415544959010488,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
23,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.34905939390053353,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
21,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3327874426024295,0.7822470612896891,0.006546583090128551,0.06419686154369075,0.06419686154369075
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4840207055686052,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16458805116157224,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
32,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0.9440210218334002,0.7355303895625583,0.00482771692436557,0.04972004336955682,0.04972004336955682
17,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5335307366394948,0.8045134998853144,0.007534869537132169,0.07190499047148602,0.07190499047148602
4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,-1.0353066286359964,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
36,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,-0.2990831616687903,0.7220842981429184,0.004410087057617903,0.045979950318991825,0.045979950318991825
50,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,-0.834216246010642,0.6841504128114664,0.003389643293482253,0.03644129666249096,0.03644129666249096
48,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.1732446596930577,0.6888828979881829,0.003505164885370563,0.03755076913789834,0.03755076913789834
50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4840207055686052,0.6841504128114664,0.003389643293482253,0.03644129666249096,0.03644129666249096
72,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0.49032123293487334,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3294636346251512,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5006397454549982,0.798585597100695,0.007259843514731271,0.06980238681281059,0.06980238681281059
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0.5036164648439879,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5122730733754732,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
9,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0.972273389640268,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0.8625877263900749,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
40,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.4670545770939232,0.7099691459680679,0.004059910336396862,0.04277208089669704,0.04277208089669704
69,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1.1534209244019509,0.6468608243449303,0.002583528294433392,0.028476690845760766,0.028476690845760766
37,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1.1434495004701153,0.7189405920832638,0.0043169072108659315,0.0451328504105416,0.0451328504105416
18,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0.5235593127076592,0.798585597100695,0.007259843514731271,0.06980238681281059,0.06980238681281059
11,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.17954518705932596,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
8,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0.6781163836511135,0.8743368175545859,0.01156705087089483,0.09935054964947354,0.09935054964947354
3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.34739748991189434,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
55,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.1777641704981218,0.6730980579890953,0.0031319345818057722,0.033937922764987416,0.033937922764987416
33,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0.9490067337993178,0.732029255003116,0.004715929386838689,0.04872789424351476,0.04872789424351476
46,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6597163272035164,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2862541309205295,0.7286243341114813,0.004609291590527576,0.04777537654084685,0.04777537654084685
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4823588015799658,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
30,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4474588178185408,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
33,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,-0.1794260744867612,0.732029255003116,0.004715929386838689,0.04872789424351476,0.04872789424351476
45,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1.0038495654244146,0.6963590108821652,0.0036942216775406023,0.039349803973645514,0.039349803973645514
40,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,-0.09633087505479662,0.7099691459680679,0.004059910336396862,0.04277208089669704,0.04277208089669704
71,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1.7899301520507997,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.3472783773393296,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
72,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,-0.011573771634192596,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
22,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.5102640807985451,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
46,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4823588015799658,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
55,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4557683377617372,0.6730980579890953,0.0031319345818057722,0.033937922764987416,0.033937922764987416
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4740492816367694,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
12,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0.3673403377755657,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
31,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.5202355047303808,0.7391329118702427,0.004945042598351195,0.05075440110013929,0.05075440110013929
5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1.3244779226592331,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
67,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0.3557070098550908,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6763353670899094,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
40,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,-0.7461353346127596,0.7099691459680679,0.004059910336396862,0.04277208089669704,0.04277208089669704
41,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.3241308340709442,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.34905939390053353,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
51,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0.9972019494698574,0.681854139199785,0.003334724055742794,0.03591111081215892,0.03591111081215892
42,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,-0.5533544719306018,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
23,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5006397454549982,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.19117851497980082,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
